subject,subject_role,run,semantic_condition,channel,frequency_band,trial_count,median_change_percent,iqr_change_percentage_points,negative_trial_count,negative_trial_fraction,run_direction
15,replication,6,both_feet_imagery,C3,central_12_13,7,-21.368354616051974,15.360961538293125,6,0.8571428571428571,negative
15,replication,10,both_feet_imagery,C3,central_12_13,8,-31.734437570959756,35.49977207761074,6,0.75,negative
15,replication,14,both_feet_imagery,C3,central_12_13,8,-11.961740481349313,76.40059861466833,4,0.5,negative
15,replication,6,both_feet_imagery,C4,central_12_13,7,-29.87008257648875,24.087350643434874,6,0.8571428571428571,negative
15,replication,10,both_feet_imagery,C4,central_12_13,8,-36.763564234327305,53.64540630938343,7,0.875,negative
15,replication,14,both_feet_imagery,C4,central_12_13,8,-34.0133139043005,27.729328134356553,6,0.75,negative
15,replication,6,both_feet_imagery,C3,mu,7,-7.318593774885041,47.874610276475515,4,0.5714285714285714,negative
15,replication,10,both_feet_imagery,C3,mu,8,-41.15069461727067,23.10873917937676,7,0.875,negative
15,replication,14,both_feet_imagery,C3,mu,8,-7.94211301374391,63.948994344942484,4,0.5,negative
15,replication,6,both_feet_imagery,Cz,mu,7,-2.205678081970732,67.73407600836263,5,0.7142857142857143,negative
15,replication,10,both_feet_imagery,Cz,mu,8,-11.902332835905836,51.92027626617185,4,0.5,negative
15,replication,14,both_feet_imagery,Cz,mu,8,-30.085441436357122,23.728929232321263,7,0.875,negative
15,replication,6,both_feet_imagery,C4,mu,7,-43.29343754058664,30.42295957322588,7,1.0,negative
15,replication,10,both_feet_imagery,C4,mu,8,-20.920070037832186,79.13205721929828,5,0.625,negative
15,replication,14,both_feet_imagery,C4,mu,8,-26.045500180977196,37.794512869744665,6,0.75,negative
15,replication,6,both_feet_imagery,Cz,beta,7,-28.45482916530873,26.98205002706064,5,0.7142857142857143,negative
15,replication,10,both_feet_imagery,Cz,beta,8,-31.863605844737002,24.294468411759812,7,0.875,negative
15,replication,14,both_feet_imagery,Cz,beta,8,-30.502463207646954,22.000592977974698,8,1.0,negative
16,replication,6,both_fists_imagery,C4,central_12_13,8,-26.293086191336336,67.66794480910085,6,0.75,negative
16,replication,10,both_fists_imagery,C4,central_12_13,8,-53.4391251394195,28.626250865378438,7,0.875,negative
16,replication,14,both_fists_imagery,C4,central_12_13,8,-27.318520909702933,46.94673816377233,6,0.75,negative
16,replication,6,both_fists_imagery,C3,central_12_13,8,-10.5905362732348,95.37289932424815,4,0.5,negative
16,replication,10,both_fists_imagery,C3,central_12_13,8,-14.676535354458007,53.62957208631354,5,0.625,negative
16,replication,14,both_fists_imagery,C3,central_12_13,8,-57.276432923314815,24.722233292109507,7,0.875,negative
16,replication,6,both_fists_imagery,C3,mu,8,2.120889344173329,70.33068688609785,4,0.5,positive
16,replication,10,both_fists_imagery,C3,mu,8,-17.919128791654906,31.485408146249217,6,0.75,negative
16,replication,14,both_fists_imagery,C3,mu,8,-48.89841382451791,63.3061992975276,7,0.875,negative
16,replication,6,both_fists_imagery,C4,mu,8,-28.452213104312094,38.84721088302277,6,0.75,negative
16,replication,10,both_fists_imagery,C4,mu,8,-39.81853497588526,15.183974976945812,8,1.0,negative
16,replication,14,both_fists_imagery,C4,mu,8,-26.72608114001777,35.55311101629662,6,0.75,negative
16,replication,6,both_fists_imagery,Cz,mu,8,-17.57863218969461,46.78841811864527,5,0.625,negative
16,replication,10,both_fists_imagery,Cz,mu,8,-32.21734648805323,32.56629160879943,8,1.0,negative
16,replication,14,both_fists_imagery,Cz,mu,8,-35.12370123968327,25.78447782314238,7,0.875,negative
16,replication,6,both_fists_imagery,Cz,beta,8,-26.579035190998994,27.07448324723418,8,1.0,negative
16,replication,10,both_fists_imagery,Cz,beta,8,-32.18797615528841,23.519172065462854,6,0.75,negative
16,replication,14,both_fists_imagery,Cz,beta,8,-47.12235061002759,44.0716192576639,8,1.0,negative
16,replication,6,both_feet_imagery,C3,central_12_13,7,-55.42563382959224,16.078489219946192,7,1.0,negative
16,replication,10,both_feet_imagery,C3,central_12_13,7,-33.35436001217816,95.53471389023409,5,0.7142857142857143,negative
16,replication,14,both_feet_imagery,C3,central_12_13,7,-23.140555470829096,98.68899828118833,4,0.5714285714285714,negative
16,replication,6,both_feet_imagery,C4,central_12_13,7,-36.73540567008172,27.9606341774195,7,1.0,negative
16,replication,10,both_feet_imagery,C4,central_12_13,7,-40.536041064457606,34.29329134266179,6,0.8571428571428571,negative
16,replication,14,both_feet_imagery,C4,central_12_13,7,-35.06884641235566,87.75195525648483,5,0.7142857142857143,negative
16,replication,6,both_feet_imagery,C3,mu,7,-52.91890747607974,31.243787283669672,7,1.0,negative
16,replication,10,both_feet_imagery,C3,mu,7,-32.980578439191994,20.40394812014236,6,0.8571428571428571,negative
16,replication,14,both_feet_imagery,C3,mu,7,-34.30552039733864,46.36546330333054,5,0.7142857142857143,negative
16,replication,6,both_feet_imagery,Cz,mu,7,-42.671263961174844,68.630774761987,5,0.7142857142857143,negative
16,replication,10,both_feet_imagery,Cz,mu,7,-22.167484949272573,54.05550141841342,5,0.7142857142857143,negative
16,replication,14,both_feet_imagery,Cz,mu,7,-28.274814996309118,48.04453578760141,5,0.7142857142857143,negative
16,replication,6,both_feet_imagery,C4,mu,7,-50.96608139004332,40.53573135641733,5,0.7142857142857143,negative
16,replication,10,both_feet_imagery,C4,mu,7,-39.95574693969641,56.794326057224076,4,0.5714285714285714,negative
16,replication,14,both_feet_imagery,C4,mu,7,-12.11499540897185,83.8467614676324,4,0.5714285714285714,negative
16,replication,6,both_feet_imagery,Cz,beta,7,-26.256672075589638,29.25898647681542,5,0.7142857142857143,negative
16,replication,10,both_feet_imagery,Cz,beta,7,-40.04827828865538,30.276807712776773,6,0.8571428571428571,negative
16,replication,14,both_feet_imagery,Cz,beta,7,-32.51411597800077,5.116705818243645,7,1.0,negative
17,replication,6,both_fists_imagery,C4,central_12_13,8,-33.16067313572925,46.18708086239383,6,0.75,negative
17,replication,10,both_fists_imagery,C4,central_12_13,8,-6.714515912035799,45.68642898747122,6,0.75,negative
17,replication,14,both_fists_imagery,C4,central_12_13,8,-50.32437857173558,34.69512990893048,8,1.0,negative
17,replication,6,both_fists_imagery,C3,central_12_13,8,-9.756637358921852,50.05365128128199,4,0.5,negative
17,replication,10,both_fists_imagery,C3,central_12_13,8,-25.6385474910688,10.986939118174377,7,0.875,negative
17,replication,14,both_fists_imagery,C3,central_12_13,8,-25.05476020414929,70.52475610867587,5,0.625,negative
17,replication,6,both_fists_imagery,C3,mu,8,-22.33998767897765,64.1775905342896,5,0.625,negative
17,replication,10,both_fists_imagery,C3,mu,8,-17.91493880720865,26.40272598656619,7,0.875,negative
17,replication,14,both_fists_imagery,C3,mu,8,-17.419254444220517,51.301395693327294,6,0.75,negative
17,replication,6,both_fists_imagery,C4,mu,8,-4.082205209192683,68.76752071404536,5,0.625,negative
17,replication,10,both_fists_imagery,C4,mu,8,-12.727098716885859,64.6094127777352,5,0.625,negative
17,replication,14,both_fists_imagery,C4,mu,8,-35.41849829769418,28.798348921267635,8,1.0,negative
17,replication,6,both_fists_imagery,Cz,mu,8,-9.826564589132591,237.76136945186678,5,0.625,negative
17,replication,10,both_fists_imagery,Cz,mu,8,55.34793574159745,91.30123431312614,2,0.25,positive
17,replication,14,both_fists_imagery,Cz,mu,8,-17.570651089696284,23.912333476434256,7,0.875,negative
17,replication,6,both_fists_imagery,Cz,beta,8,12.679264628830419,65.23862072495508,3,0.375,positive
17,replication,10,both_fists_imagery,Cz,beta,8,-4.525227319132989,11.793280362319377,6,0.75,negative
17,replication,14,both_fists_imagery,Cz,beta,8,-19.19594829279284,33.66982264243532,7,0.875,negative
17,replication,6,both_feet_imagery,C3,central_12_13,7,-23.739717000533062,31.29304265235306,5,0.7142857142857143,negative
17,replication,10,both_feet_imagery,C3,central_12_13,7,18.48906577433275,69.17050213184237,3,0.42857142857142855,positive
17,replication,14,both_feet_imagery,C3,central_12_13,7,6.422830403864411,42.775724385424795,3,0.42857142857142855,positive
17,replication,6,both_feet_imagery,C4,central_12_13,7,-29.069579036272124,63.948090961112655,4,0.5714285714285714,negative
17,replication,10,both_feet_imagery,C4,central_12_13,7,11.475906431114197,84.63906556663326,3,0.42857142857142855,positive
17,replication,14,both_feet_imagery,C4,central_12_13,7,-14.451347497413948,23.77820291725525,5,0.7142857142857143,negative
17,replication,6,both_feet_imagery,C3,mu,7,-15.830999061915394,27.387700152998715,5,0.7142857142857143,negative
17,replication,10,both_feet_imagery,C3,mu,7,-2.9235456578253207,39.64021362371926,4,0.5714285714285714,negative
17,replication,14,both_feet_imagery,C3,mu,7,-8.787577114238742,39.77036061805551,4,0.5714285714285714,negative
17,replication,6,both_feet_imagery,Cz,mu,7,17.234414249035087,120.28885502004974,3,0.42857142857142855,positive
17,replication,10,both_feet_imagery,Cz,mu,7,32.48318083016305,73.38454889762696,2,0.2857142857142857,positive
17,replication,14,both_feet_imagery,Cz,mu,7,37.30050646438964,97.9312613793108,3,0.42857142857142855,positive
17,replication,6,both_feet_imagery,C4,mu,7,-23.59304698687906,68.73055177739543,4,0.5714285714285714,negative
17,replication,10,both_feet_imagery,C4,mu,7,10.593693791728578,101.34555457630113,3,0.42857142857142855,positive
17,replication,14,both_feet_imagery,C4,mu,7,-8.271904329631035,32.75951574693823,6,0.8571428571428571,negative
17,replication,6,both_feet_imagery,Cz,beta,7,-37.991545819574135,43.58212471276163,5,0.7142857142857143,negative
17,replication,10,both_feet_imagery,Cz,beta,7,-5.022559360285662,32.158656544822854,6,0.8571428571428571,negative
17,replication,14,both_feet_imagery,Cz,beta,7,-26.65540488941011,22.979768242063525,6,0.8571428571428571,negative
18,replication,6,both_fists_imagery,C4,central_12_13,7,41.47583741435645,147.99402069717218,2,0.2857142857142857,positive
18,replication,10,both_fists_imagery,C4,central_12_13,7,1.7839696774352738,67.79831293436546,3,0.42857142857142855,positive
18,replication,14,both_fists_imagery,C4,central_12_13,8,19.656712853115476,89.15767099921143,3,0.375,positive
18,replication,6,both_fists_imagery,C3,central_12_13,7,26.7729415713065,94.0649298992019,3,0.42857142857142855,positive
18,replication,10,both_fists_imagery,C3,central_12_13,7,60.0516980662569,202.0978074565038,1,0.14285714285714285,positive
18,replication,14,both_fists_imagery,C3,central_12_13,8,9.096185163632706,72.7527186325963,4,0.5,positive
18,replication,6,both_fists_imagery,C3,mu,7,3.04215293419544,91.16626866301436,3,0.42857142857142855,positive
18,replication,10,both_fists_imagery,C3,mu,7,22.069931791395724,117.98481101331285,3,0.42857142857142855,positive
18,replication,14,both_fists_imagery,C3,mu,8,-16.837611740051695,38.08052889846469,6,0.75,negative
18,replication,6,both_fists_imagery,C4,mu,7,-11.523006778923548,101.10305218946473,4,0.5714285714285714,negative
18,replication,10,both_fists_imagery,C4,mu,7,-12.358478116271769,78.28140231489394,4,0.5714285714285714,negative
18,replication,14,both_fists_imagery,C4,mu,8,-7.101191251480452,76.51614852752606,4,0.5,negative
18,replication,6,both_fists_imagery,Cz,mu,7,-16.870153903175392,62.126150529549086,5,0.7142857142857143,negative
18,replication,10,both_fists_imagery,Cz,mu,7,17.56166295481477,43.15456398749975,2,0.2857142857142857,positive
18,replication,14,both_fists_imagery,Cz,mu,8,4.024440286033359,57.54071446777699,4,0.5,positive
18,replication,6,both_fists_imagery,Cz,beta,7,7.691302142006658,83.42074550474406,3,0.42857142857142855,positive
18,replication,10,both_fists_imagery,Cz,beta,7,94.52066719522031,104.70393514114556,0,0.0,positive
18,replication,14,both_fists_imagery,Cz,beta,8,48.82470545652174,40.407388580185994,1,0.125,positive
18,replication,6,both_feet_imagery,C3,central_12_13,8,22.59905768982014,141.06656880687586,3,0.375,positive
18,replication,10,both_feet_imagery,C3,central_12_13,8,-8.743948105528977,47.99915834281957,5,0.625,negative
18,replication,14,both_feet_imagery,C3,central_12_13,7,11.985596587392639,171.9749765115138,3,0.42857142857142855,positive
18,replication,6,both_feet_imagery,C4,central_12_13,8,6.791455374789242,50.92056292375411,3,0.375,positive
18,replication,10,both_feet_imagery,C4,central_12_13,8,18.874424844173063,81.67643291816717,4,0.5,positive
18,replication,14,both_feet_imagery,C4,central_12_13,7,-26.104973229079175,52.21183307932645,5,0.7142857142857143,negative
18,replication,6,both_feet_imagery,C3,mu,8,-14.37956974834304,34.450901358120134,5,0.625,negative
18,replication,10,both_feet_imagery,C3,mu,8,-4.31490249685813,71.90329651042258,4,0.5,negative
18,replication,14,both_feet_imagery,C3,mu,7,32.87120875248856,85.96869148406174,3,0.42857142857142855,positive
18,replication,6,both_feet_imagery,Cz,mu,8,-29.618580882621334,35.70533119202346,6,0.75,negative
18,replication,10,both_feet_imagery,Cz,mu,8,-2.926040851491928,60.882912733156864,4,0.5,negative
18,replication,14,both_feet_imagery,Cz,mu,7,-21.296656992942935,38.76123724692324,5,0.7142857142857143,negative
18,replication,6,both_feet_imagery,C4,mu,8,-13.705260547226976,47.458408114305634,5,0.625,negative
18,replication,10,both_feet_imagery,C4,mu,8,-14.474747632767954,77.88785172415749,5,0.625,negative
18,replication,14,both_feet_imagery,C4,mu,7,1.0152624996267305,22.434620182260694,3,0.42857142857142855,positive
18,replication,6,both_feet_imagery,Cz,beta,8,30.870258845471316,32.51763112658458,2,0.25,positive
18,replication,10,both_feet_imagery,Cz,beta,8,35.193663589358444,46.77470102676947,1,0.125,positive
18,replication,14,both_feet_imagery,Cz,beta,7,66.37119375600896,81.23710140641923,2,0.2857142857142857,positive
19,replication,6,both_fists_imagery,C4,central_12_13,7,-42.85667164580559,38.41932952464077,5,0.7142857142857143,negative
19,replication,10,both_fists_imagery,C4,central_12_13,7,-52.846917797545366,27.188223386050655,6,0.8571428571428571,negative
19,replication,14,both_fists_imagery,C4,central_12_13,8,-10.433706973170144,83.75840756188128,5,0.625,negative
19,replication,6,both_fists_imagery,C3,central_12_13,7,7.078682478054818,45.336459317418196,3,0.42857142857142855,positive
19,replication,10,both_fists_imagery,C3,central_12_13,7,-25.272065272241235,115.62354763419168,4,0.5714285714285714,negative
19,replication,14,both_fists_imagery,C3,central_12_13,8,-30.045849206113864,81.78978950404343,5,0.625,negative
19,replication,6,both_fists_imagery,C3,mu,7,-14.339566921993502,56.88193366873945,5,0.7142857142857143,negative
19,replication,10,both_fists_imagery,C3,mu,7,-7.8554257559596055,35.19767679544094,4,0.5714285714285714,negative
19,replication,14,both_fists_imagery,C3,mu,8,-47.72895203101878,19.369263379914173,7,0.875,negative
19,replication,6,both_fists_imagery,C4,mu,7,-34.034948839398844,50.70760848782243,5,0.7142857142857143,negative
19,replication,10,both_fists_imagery,C4,mu,7,-44.435840760285416,35.301546123066565,6,0.8571428571428571,negative
19,replication,14,both_fists_imagery,C4,mu,8,-16.67265561301783,52.8606282178084,6,0.75,negative
19,replication,6,both_fists_imagery,Cz,mu,7,-31.598718065488995,45.147610283252114,4,0.5714285714285714,negative
19,replication,10,both_fists_imagery,Cz,mu,7,-11.69783003626528,34.674242134256815,5,0.7142857142857143,negative
19,replication,14,both_fists_imagery,Cz,mu,8,-33.47560313371746,37.43485852204519,7,0.875,negative
19,replication,6,both_fists_imagery,Cz,beta,7,-29.504492518048906,42.14019166668246,5,0.7142857142857143,negative
19,replication,10,both_fists_imagery,Cz,beta,7,-43.42627232336686,75.17930362079068,5,0.7142857142857143,negative
19,replication,14,both_fists_imagery,Cz,beta,8,-16.932738960589578,86.81962098828265,5,0.625,negative
19,replication,6,both_feet_imagery,C3,central_12_13,8,5.20848365789724,30.834812793138795,4,0.5,positive
19,replication,10,both_feet_imagery,C3,central_12_13,8,-22.387213240024437,116.32019714460587,5,0.625,negative
19,replication,14,both_feet_imagery,C3,central_12_13,7,-8.478563000593493,149.0131474343744,4,0.5714285714285714,negative
19,replication,6,both_feet_imagery,C4,central_12_13,8,-8.641693782895654,51.386199072125955,5,0.625,negative
19,replication,10,both_feet_imagery,C4,central_12_13,8,-2.4150714031609066,134.16469799260523,4,0.5,negative
19,replication,14,both_feet_imagery,C4,central_12_13,7,-15.451455891092895,159.74104361926936,4,0.5714285714285714,negative
19,replication,6,both_feet_imagery,C3,mu,8,-5.089510252173074,19.22432715711834,5,0.625,negative
19,replication,10,both_feet_imagery,C3,mu,8,-26.41428251507514,51.4071953886118,6,0.75,negative
19,replication,14,both_feet_imagery,C3,mu,7,-35.6282936133723,150.8579251513524,4,0.5714285714285714,negative
19,replication,6,both_feet_imagery,Cz,mu,8,33.17583194462543,44.83572553091956,2,0.25,positive
19,replication,10,both_feet_imagery,Cz,mu,8,-10.92945821661735,30.26251047590362,6,0.75,negative
19,replication,14,both_feet_imagery,Cz,mu,7,-26.63488285656299,24.820454163677667,6,0.8571428571428571,negative
19,replication,6,both_feet_imagery,C4,mu,8,-8.689189315733206,45.0645089525855,5,0.625,negative
19,replication,10,both_feet_imagery,C4,mu,8,-24.369526328901358,49.19127695541029,5,0.625,negative
19,replication,14,both_feet_imagery,C4,mu,7,-19.59694057769003,152.52653137487363,4,0.5714285714285714,negative
19,replication,6,both_feet_imagery,Cz,beta,8,5.589640634576466,65.77073760275545,4,0.5,positive
19,replication,10,both_feet_imagery,Cz,beta,8,-46.44555719288186,25.56161568213728,8,1.0,negative
19,replication,14,both_feet_imagery,Cz,beta,7,-25.53021931541068,45.835892642366204,5,0.7142857142857143,negative
20,replication,6,both_fists_imagery,C4,central_12_13,8,-44.06260896843387,29.977164316154955,7,0.875,negative
20,replication,10,both_fists_imagery,C4,central_12_13,7,-5.1889640936918795,43.977660984283055,5,0.7142857142857143,negative
20,replication,14,both_fists_imagery,C4,central_12_13,8,-31.44607283314764,22.91015877128644,7,0.875,negative
20,replication,6,both_fists_imagery,C3,central_12_13,8,-30.018277360840415,27.35182497321177,6,0.75,negative
20,replication,10,both_fists_imagery,C3,central_12_13,7,-21.496058548070096,52.40361979031238,4,0.5714285714285714,negative
20,replication,14,both_fists_imagery,C3,central_12_13,8,-33.374803627507205,34.31556713181171,7,0.875,negative
20,replication,6,both_fists_imagery,C3,mu,8,-36.94053209823561,29.060153116324145,7,0.875,negative
20,replication,10,both_fists_imagery,C3,mu,7,-30.339814937865196,32.84120106995529,6,0.8571428571428571,negative
20,replication,14,both_fists_imagery,C3,mu,8,-22.464607350831475,50.06986917846574,7,0.875,negative
20,replication,6,both_fists_imagery,C4,mu,8,-45.95234168814078,26.240279708851716,7,0.875,negative
20,replication,10,both_fists_imagery,C4,mu,7,-9.030466870446176,61.443004244471354,5,0.7142857142857143,negative
20,replication,14,both_fists_imagery,C4,mu,8,-40.76615080952044,24.575039298550866,7,0.875,negative
20,replication,6,both_fists_imagery,Cz,mu,8,-16.032355253896625,53.57958049025299,5,0.625,negative
20,replication,10,both_fists_imagery,Cz,mu,7,-29.143270046474555,31.29495486691627,5,0.7142857142857143,negative
20,replication,14,both_fists_imagery,Cz,mu,8,-9.6588760199907,60.93975196003471,5,0.625,negative
20,replication,6,both_fists_imagery,Cz,beta,8,-57.522288253515725,22.60181708289008,8,1.0,negative
20,replication,10,both_fists_imagery,Cz,beta,7,-28.645482490091812,44.95490674904613,6,0.8571428571428571,negative
20,replication,14,both_fists_imagery,Cz,beta,8,12.307707581056537,73.4918763164251,3,0.375,positive
20,replication,6,both_feet_imagery,C3,central_12_13,7,17.882891434238196,62.19160881884271,3,0.42857142857142855,positive
20,replication,10,both_feet_imagery,C3,central_12_13,8,21.306933562395116,75.27475708135734,3,0.375,positive
20,replication,14,both_feet_imagery,C3,central_12_13,7,-32.16692014462221,31.188739372779622,6,0.8571428571428571,negative
20,replication,6,both_feet_imagery,C4,central_12_13,7,-40.5316719374383,17.563381335779837,6,0.8571428571428571,negative
20,replication,10,both_feet_imagery,C4,central_12_13,8,-40.71213913721263,58.386144141089474,6,0.75,negative
20,replication,14,both_feet_imagery,C4,central_12_13,7,-35.29874658642588,16.65767816618208,6,0.8571428571428571,negative
20,replication,6,both_feet_imagery,C3,mu,7,4.440723776591691,37.842993327001835,3,0.42857142857142855,positive
20,replication,10,both_feet_imagery,C3,mu,8,17.648273787516693,45.89061014190729,3,0.375,positive
20,replication,14,both_feet_imagery,C3,mu,7,-13.82670313605064,36.52031861452456,6,0.8571428571428571,negative
20,replication,6,both_feet_imagery,Cz,mu,7,-19.10451216093802,7.575410970841073,6,0.8571428571428571,negative
20,replication,10,both_feet_imagery,Cz,mu,8,-0.5119994183964947,93.67785333369422,4,0.5,negative
20,replication,14,both_feet_imagery,Cz,mu,7,-4.704041155213994,35.724246826247196,5,0.7142857142857143,negative
20,replication,6,both_feet_imagery,C4,mu,7,-29.349418106445338,30.18524804157957,7,1.0,negative
20,replication,10,both_feet_imagery,C4,mu,8,-39.354112798086305,49.14744134356577,6,0.75,negative
20,replication,14,both_feet_imagery,C4,mu,7,-41.08163040953337,13.569697069535003,7,1.0,negative
20,replication,6,both_feet_imagery,Cz,beta,7,-40.4777394041798,33.067533339601724,6,0.8571428571428571,negative
20,replication,10,both_feet_imagery,Cz,beta,8,-26.271824983412795,39.548096901214485,7,0.875,negative
20,replication,14,both_feet_imagery,Cz,beta,7,-51.891777009251,40.04206776468547,7,1.0,negative
