subject,held_out_run,training_runs,frequency_hz,mean_log_psd_db,task_outcome_used
55,6,10/14,11.5,-125.70803691044475,False
55,6,10/14,11.75,-127.14350532097372,False
55,6,10/14,12.0,-126.9459032104985,False
55,6,10/14,12.25,-125.43747553776838,False
55,6,10/14,12.5,-126.56370948111682,False
55,6,10/14,12.75,-127.13260603192516,False
55,6,10/14,13.0,-128.30736399673654,False
55,6,10/14,13.25,-129.28710335008935,False
55,6,10/14,13.5,-131.09156673074563,False
55,6,10/14,13.75,-131.19753682974684,False
55,6,10/14,14.0,-131.99836923959936,False
55,6,10/14,14.25,-133.04119539727688,False
55,6,10/14,14.5,-133.39862389775908,False
55,6,10/14,14.75,-133.3893732500933,False
55,6,10/14,15.0,-134.4221771572193,False
55,10,6/14,6.0,-124.69264402734132,False
55,10,6/14,6.25,-125.20356560099874,False
55,10,6/14,6.5,-124.81334331661951,False
55,10,6/14,6.75,-124.42674519341634,False
55,10,6/14,7.0,-125.30480165577099,False
55,10,6/14,7.25,-127.07513640023652,False
55,10,6/14,7.5,-126.65842242508035,False
55,10,6/14,7.75,-126.40337464836648,False
55,10,6/14,8.0,-126.64750110148027,False
55,10,6/14,8.25,-125.19642817016948,False
55,10,6/14,8.5,-126.39995097957926,False
55,10,6/14,8.75,-127.44031747040451,False
55,10,6/14,9.0,-128.32410065057488,False
55,10,6/14,9.25,-127.35745815442672,False
55,10,6/14,9.5,-126.76499061674393,False
55,10,6/14,9.75,-127.04478405473961,False
55,10,6/14,10.0,-128.05979118825476,False
55,10,6/14,10.25,-124.1045876863876,False
55,10,6/14,10.5,-121.78916164208496,False
55,10,6/14,10.75,-123.30645482649531,False
55,10,6/14,11.0,-124.49920099509048,False
55,10,6/14,11.25,-126.93460504451937,False
55,10,6/14,11.5,-127.14922851319203,False
55,10,6/14,11.75,-127.52269097672725,False
55,10,6/14,12.0,-127.39334406691987,False
55,10,6/14,12.25,-126.94857959264338,False
55,10,6/14,12.5,-125.9692307529886,False
55,10,6/14,12.75,-127.26284597302221,False
55,10,6/14,13.0,-129.2329098331955,False
55,10,6/14,13.25,-130.0554247266655,False
55,10,6/14,13.5,-130.81493184867304,False
55,10,6/14,13.75,-130.9342551679811,False
55,10,6/14,14.0,-131.52134663925165,False
55,10,6/14,14.25,-132.62076717208168,False
55,10,6/14,14.5,-132.2494402292901,False
55,10,6/14,14.75,-133.03805846340362,False
55,10,6/14,15.0,-134.5007228933387,False
55,14,6/10,6.0,-125.42333431062026,False
55,14,6/10,6.25,-125.26282776630704,False
55,14,6/10,6.5,-125.25910729073301,False
55,14,6/10,6.75,-125.06434632100681,False
55,14,6/10,7.0,-125.50127732537668,False
55,14,6/10,7.25,-126.96835150763341,False
55,14,6/10,7.5,-126.76472067890148,False
55,14,6/10,7.75,-127.89499673143673,False
55,14,6/10,8.0,-127.03468816388471,False
55,14,6/10,8.25,-126.43951706088244,False
55,14,6/10,8.5,-126.70986433165021,False
55,14,6/10,8.75,-126.96874818063846,False
55,14,6/10,9.0,-128.37461146500158,False
55,14,6/10,9.25,-127.5598471499003,False
55,14,6/10,9.5,-126.99846061322594,False
55,14,6/10,9.75,-126.20161033696886,False
55,14,6/10,10.0,-127.05106571808885,False
55,14,6/10,10.25,-123.57718509496543,False
55,14,6/10,10.5,-122.01058902834455,False
55,14,6/10,10.75,-123.01238828333523,False
55,14,6/10,11.0,-123.69249131096808,False
55,14,6/10,11.25,-124.57075446704715,False
55,14,6/10,11.5,-124.76167293044799,False
55,14,6/10,11.75,-125.35780660529628,False
55,14,6/10,12.0,-126.19234644723939,False
55,14,6/10,12.25,-126.36805027373047,False
55,14,6/10,12.5,-125.93972143844259,False
55,14,6/10,12.75,-127.57304425977446,False
55,14,6/10,13.0,-128.82744854414392,False
55,14,6/10,13.25,-130.05553138935454,False
55,14,6/10,13.5,-131.87147955333458,False
55,14,6/10,13.75,-131.64205141610717,False
55,14,6/10,14.0,-132.16875814055103,False
55,14,6/10,14.25,-133.57311062085023,False
55,14,6/10,14.5,-133.25615844907836,False
55,14,6/10,14.75,-133.6623592766649,False
55,14,6/10,15.0,-133.26107766947243,False
57,6,10/14,6.0,-114.71671069551135,False
57,6,10/14,6.25,-113.10215154935256,False
57,6,10/14,6.5,-115.00044200122069,False
57,6,10/14,6.75,-113.05722384882387,False
57,6,10/14,7.0,-113.33544451746427,False
57,6,10/14,7.25,-112.89525992324056,False
57,6,10/14,7.5,-113.58797097017745,False
57,6,10/14,7.75,-114.24533224017117,False
57,6,10/14,8.0,-114.58226220200658,False
57,6,10/14,8.25,-114.8368147647109,False
57,6,10/14,8.5,-114.62110576634542,False
57,6,10/14,8.75,-113.4329121797422,False
57,6,10/14,9.0,-113.80627441565694,False
57,6,10/14,9.25,-114.29103691517149,False
57,6,10/14,9.5,-114.79226512851336,False
57,6,10/14,9.75,-116.39638060436806,False
57,6,10/14,10.0,-115.69540357484756,False
57,6,10/14,10.25,-115.35411087014703,False
57,6,10/14,10.5,-114.04204090191487,False
57,6,10/14,10.75,-114.94169475531884,False
57,6,10/14,11.0,-113.17695373884644,False
57,6,10/14,11.25,-113.27952861939917,False
57,6,10/14,11.5,-114.00425097783366,False
57,6,10/14,11.75,-115.1901286316602,False
57,6,10/14,12.0,-116.05864409822227,False
57,6,10/14,12.25,-115.41797186422602,False
57,6,10/14,12.5,-115.06958714465165,False
57,6,10/14,12.75,-114.6767092694305,False
57,6,10/14,13.0,-114.03371718709006,False
57,6,10/14,13.25,-116.32816222905693,False
57,6,10/14,13.5,-115.34654571858735,False
57,6,10/14,13.75,-114.22489032591776,False
57,6,10/14,14.0,-114.84880789483165,False
57,6,10/14,14.25,-115.85016680290134,False
57,6,10/14,14.5,-115.655055715554,False
57,6,10/14,14.75,-115.29666107163054,False
57,6,10/14,15.0,-115.30586613346321,False
57,10,6/14,6.0,-114.99594698403527,False
57,10,6/14,6.25,-112.98334152038956,False
57,10,6/14,6.5,-114.8768808672781,False
57,10,6/14,6.75,-113.08842916031386,False
57,10,6/14,7.0,-113.79814173155644,False
57,10,6/14,7.25,-112.53683656644466,False
57,10,6/14,7.5,-112.02373499889003,False
57,10,6/14,7.75,-113.31939149005274,False
57,10,6/14,8.0,-114.3090273104319,False
57,10,6/14,8.25,-114.041466168486,False
57,10,6/14,8.5,-114.48947655570244,False
57,10,6/14,8.75,-113.59486454754155,False
57,10,6/14,9.0,-114.16492050132572,False
57,10,6/14,9.25,-114.05776469982112,False
57,10,6/14,9.5,-113.22768462917246,False
57,10,6/14,9.75,-115.88923466484056,False
57,10,6/14,10.0,-114.27434657137444,False
57,10,6/14,10.25,-114.07769589627449,False
57,10,6/14,10.5,-114.66963374311969,False
57,10,6/14,10.75,-114.608330242127,False
57,10,6/14,11.0,-113.77457561862192,False
57,10,6/14,11.25,-113.16422323442768,False
57,10,6/14,11.5,-113.95034020479906,False
57,10,6/14,11.75,-114.25315062880777,False
57,10,6/14,12.0,-115.50445197969316,False
57,10,6/14,12.25,-114.66454697459756,False
57,10,6/14,12.5,-114.522507243894,False
57,10,6/14,12.75,-115.25372073695617,False
57,10,6/14,13.0,-113.91413114113264,False
57,10,6/14,13.25,-114.43861568618976,False
57,10,6/14,13.5,-114.42874854787951,False
57,10,6/14,13.75,-113.89018192786105,False
57,10,6/14,14.0,-114.7275798522569,False
57,10,6/14,14.25,-115.52971629580847,False
57,10,6/14,14.5,-115.70419088101193,False
57,10,6/14,14.75,-115.71031384885717,False
57,10,6/14,15.0,-115.40609638112835,False
57,14,6/10,6.0,-114.5522759953131,False
57,14,6/10,6.25,-113.26361833419796,False
57,14,6/10,6.5,-114.5857212970984,False
57,14,6/10,6.75,-113.52432404089248,False
57,14,6/10,7.0,-114.12677882716602,False
57,14,6/10,7.25,-112.79911864489746,False
57,14,6/10,7.5,-112.66976657959844,False
57,14,6/10,7.75,-112.84208884320016,False
57,14,6/10,8.0,-114.0527972330179,False
57,14,6/10,8.25,-114.17704619368737,False
57,14,6/10,8.5,-115.94228987594387,False
57,14,6/10,8.75,-114.21030080574343,False
57,14,6/10,9.0,-114.48920871262725,False
57,14,6/10,9.25,-114.37805883066254,False
57,14,6/10,9.5,-114.1358621793632,False
57,14,6/10,9.75,-115.7141811898935,False
57,14,6/10,10.0,-115.48119460698499,False
57,14,6/10,10.25,-114.78637305596274,False
57,14,6/10,10.5,-114.34928346734647,False
57,14,6/10,10.75,-115.07076714036491,False
57,14,6/10,11.0,-113.84681992249263,False
57,14,6/10,11.25,-113.60536709572324,False
57,14,6/10,11.5,-114.53666848202555,False
57,14,6/10,11.75,-114.34342586982737,False
57,14,6/10,12.0,-115.56770277430425,False
57,14,6/10,12.25,-115.28054201115309,False
57,14,6/10,12.5,-115.039804270903,False
57,14,6/10,12.75,-114.58255116270342,False
57,14,6/10,13.0,-113.93224538477533,False
57,14,6/10,13.25,-115.5851631785057,False
57,14,6/10,13.5,-115.35441617718669,False
57,14,6/10,13.75,-114.65174445426564,False
57,14,6/10,14.0,-115.54371871247756,False
57,14,6/10,14.25,-115.65796058402132,False
57,14,6/10,14.5,-115.5904198673317,False
57,14,6/10,14.75,-115.37144784973722,False
57,14,6/10,15.0,-115.19692185659929,False
59,6,10/14,6.0,-113.75776200853412,False
59,6,10/14,6.25,-114.6034486691241,False
59,6,10/14,6.5,-114.77618787932346,False
59,6,10/14,6.75,-115.39389994709644,False
59,6,10/14,7.0,-114.9012444623912,False
59,6,10/14,7.25,-115.00711879769004,False
59,6,10/14,7.5,-114.55520277206364,False
59,6,10/14,7.75,-114.63076384353681,False
59,6,10/14,8.0,-115.85599596081876,False
59,6,10/14,8.25,-115.60957319190985,False
59,6,10/14,8.5,-114.72977203664419,False
59,6,10/14,8.75,-115.51932075718636,False
59,6,10/14,9.0,-116.50833340533467,False
59,6,10/14,9.25,-114.28620778557159,False
59,6,10/14,9.5,-113.67076704237128,False
59,6,10/14,9.75,-114.11480277968529,False
59,6,10/14,10.0,-113.14548998525098,False
59,6,10/14,10.25,-113.374177578744,False
59,6,10/14,10.5,-113.03823640257035,False
59,6,10/14,10.75,-112.65393645491368,False
59,6,10/14,11.0,-112.94474280750902,False
59,6,10/14,11.25,-112.85896352781249,False
59,6,10/14,11.5,-112.34337028256193,False
59,6,10/14,11.75,-111.99770930408114,False
59,6,10/14,12.0,-113.01029796094008,False
59,6,10/14,12.25,-114.46436955309697,False
59,6,10/14,12.5,-115.79397064615118,False
59,6,10/14,12.75,-114.58477322739127,False
59,6,10/14,13.0,-115.1993403077839,False
59,6,10/14,13.25,-114.2168758036127,False
59,6,10/14,13.5,-114.17794301691931,False
59,6,10/14,13.75,-115.42657450911372,False
59,6,10/14,14.0,-115.71045042008532,False
59,6,10/14,14.25,-116.42525138431887,False
59,6,10/14,14.5,-116.30965612016634,False
59,6,10/14,14.75,-117.323161648431,False
59,6,10/14,15.0,-116.14447277278967,False
59,10,6/14,6.0,-113.40562177332124,False
59,10,6/14,6.25,-114.36399949893914,False
59,10,6/14,6.5,-114.66035924917928,False
59,10,6/14,6.75,-114.54122120464538,False
59,10,6/14,7.0,-114.27832134497376,False
59,10,6/14,7.25,-114.91906691648548,False
59,10,6/14,7.5,-114.90110518084445,False
59,10,6/14,7.75,-114.26697032834828,False
59,10,6/14,8.0,-114.41881759650758,False
59,10,6/14,8.25,-115.37200068805986,False
59,10,6/14,8.5,-114.42581545062367,False
59,10,6/14,8.75,-114.50090792328311,False
59,10,6/14,9.0,-115.39230584486579,False
59,10,6/14,9.25,-113.92816284417826,False
59,10,6/14,9.5,-112.49207688334069,False
59,10,6/14,9.75,-113.98462012238805,False
59,10,6/14,10.0,-113.72363529974594,False
59,10,6/14,10.25,-113.38698134951885,False
59,10,6/14,10.5,-112.5388225897699,False
59,10,6/14,10.75,-111.7866784662924,False
59,10,6/14,11.0,-112.40981045175184,False
59,10,6/14,11.25,-111.35434259758905,False
59,10,6/14,11.5,-111.28275081961272,False
59,10,6/14,11.75,-111.41080241854945,False
59,10,6/14,12.0,-113.72873774853589,False
59,10,6/14,12.25,-114.19443027360337,False
59,10,6/14,12.5,-115.53571850194442,False
59,10,6/14,12.75,-115.11405910041063,False
59,10,6/14,13.0,-115.22193671471851,False
59,10,6/14,13.25,-114.87189975682348,False
59,10,6/14,13.5,-114.34079246739495,False
59,10,6/14,13.75,-115.55933775715974,False
59,10,6/14,14.0,-115.34725998089927,False
59,10,6/14,14.25,-115.34385094301575,False
59,10,6/14,14.5,-116.51866538572062,False
59,10,6/14,14.75,-116.72636760429725,False
59,10,6/14,15.0,-115.21675080982459,False
59,14,6/10,6.0,-113.96282327313422,False
59,14,6/10,6.25,-113.90578810904664,False
59,14,6/10,6.5,-114.16457931399438,False
59,14,6/10,6.75,-114.32606743598846,False
59,14,6/10,7.0,-114.29668119989678,False
59,14,6/10,7.25,-114.49593708365852,False
59,14,6/10,7.5,-114.70909839859837,False
59,14,6/10,7.75,-114.88298418625088,False
59,14,6/10,8.0,-115.44991827383866,False
59,14,6/10,8.25,-113.83654451977871,False
59,14,6/10,8.5,-113.56769825952861,False
59,14,6/10,8.75,-113.38792870615127,False
59,14,6/10,9.0,-113.7762807163677,False
59,14,6/10,9.25,-112.06207872178177,False
59,14,6/10,9.5,-112.0224834478175,False
59,14,6/10,9.75,-112.35622024113624,False
59,14,6/10,10.0,-112.57772326948181,False
59,14,6/10,10.25,-112.26260624015767,False
59,14,6/10,10.5,-111.90503102397652,False
59,14,6/10,10.75,-111.58502100852265,False
59,14,6/10,11.0,-111.78495816731146,False
59,14,6/10,11.25,-111.1692040844923,False
59,14,6/10,11.5,-111.84118234161083,False
59,14,6/10,11.75,-111.14865827756192,False
59,14,6/10,12.0,-113.6462484933823,False
59,14,6/10,12.25,-113.1838235139034,False
59,14,6/10,12.5,-113.26638493339402,False
59,14,6/10,12.75,-113.98453823332855,False
59,14,6/10,13.0,-113.61965745901767,False
59,14,6/10,13.25,-113.5330377523623,False
59,14,6/10,13.5,-113.83191380674394,False
59,14,6/10,13.75,-116.13255348322468,False
59,14,6/10,14.0,-115.55601311480827,False
59,14,6/10,14.25,-115.90905886909799,False
59,14,6/10,14.5,-115.74797620430715,False
59,14,6/10,14.75,-115.7896366062864,False
59,14,6/10,15.0,-115.05918338624512,False
61,6,10/14,6.0,-113.32673718988013,False
61,6,10/14,6.25,-113.39289713671107,False
61,6,10/14,6.5,-112.61590960252,False
61,6,10/14,6.75,-113.56273983148932,False
61,6,10/14,7.0,-112.96966282059064,False
61,6,10/14,7.25,-113.93303786157973,False
61,6,10/14,7.5,-113.87428151208162,False
61,6,10/14,7.75,-112.214732859785,False
61,6,10/14,8.0,-111.62406866534084,False
61,6,10/14,8.25,-109.45892710727011,False
61,6,10/14,8.5,-108.97965920729735,False
61,6,10/14,8.75,-109.07367990713293,False
61,6,10/14,9.0,-108.7664496659961,False
61,6,10/14,9.25,-107.87102146846338,False
61,6,10/14,9.5,-107.38106623577004,False
61,6,10/14,9.75,-108.03720377258257,False
61,6,10/14,10.0,-108.90430415924953,False
61,6,10/14,10.25,-109.78180889148884,False
61,6,10/14,10.5,-110.41023967941433,False
61,6,10/14,10.75,-110.6065327360023,False
61,6,10/14,11.0,-110.94365609640332,False
61,6,10/14,11.25,-110.40207359649115,False
61,6,10/14,11.5,-109.23373987355522,False
61,6,10/14,11.75,-109.47663437276968,False
61,6,10/14,12.0,-109.85696706959483,False
61,6,10/14,12.25,-110.18847457639022,False
61,6,10/14,12.5,-110.8073378149308,False
61,6,10/14,12.75,-110.51486920868678,False
61,6,10/14,13.0,-110.98970309341405,False
61,6,10/14,13.25,-109.9917084003807,False
61,6,10/14,13.5,-111.18228526084107,False
61,6,10/14,13.75,-111.77006591394323,False
61,6,10/14,14.0,-113.75874455868181,False
61,6,10/14,14.25,-113.4919025339221,False
61,6,10/14,14.5,-113.56724942423392,False
61,6,10/14,14.75,-115.0803449949798,False
61,6,10/14,15.0,-115.0351121645209,False
61,10,6/14,6.0,-113.51469785118384,False
61,10,6/14,6.25,-113.97693631803696,False
61,10,6/14,6.5,-113.59711924384796,False
61,10,6/14,6.75,-114.11109593726063,False
61,10,6/14,7.0,-114.37449362115316,False
61,10,6/14,7.25,-115.20606436533936,False
61,10,6/14,7.5,-113.93859516659938,False
61,10,6/14,7.75,-113.64182509975763,False
61,10,6/14,8.0,-112.51629833953676,False
61,10,6/14,8.25,-110.12136470522981,False
61,10,6/14,8.5,-110.07916672841382,False
61,10,6/14,8.75,-110.23264167322031,False
61,10,6/14,9.0,-109.38252048904837,False
61,10,6/14,9.25,-109.19173258153361,False
61,10,6/14,9.5,-107.91355157895325,False
61,10,6/14,9.75,-107.98309395199713,False
61,10,6/14,10.0,-108.44771850841532,False
61,10,6/14,10.25,-110.20137766284495,False
61,10,6/14,10.5,-110.33784215982634,False
61,10,6/14,10.75,-110.93673193699625,False
61,10,6/14,11.0,-111.29013850716902,False
61,10,6/14,11.25,-110.70314563995889,False
61,10,6/14,11.5,-109.77802304338412,False
61,10,6/14,11.75,-109.85502757543786,False
61,10,6/14,12.0,-109.69046172103505,False
61,10,6/14,12.25,-109.9575707407945,False
61,10,6/14,12.5,-110.42263249122865,False
61,10,6/14,12.75,-109.73936168050783,False
61,10,6/14,13.0,-109.66821066751365,False
61,10,6/14,13.25,-110.45331417817808,False
61,10,6/14,13.5,-110.31703401998418,False
61,10,6/14,13.75,-111.7415478945299,False
61,10,6/14,14.0,-113.65391878522956,False
61,10,6/14,14.25,-112.49246793260915,False
61,10,6/14,14.5,-114.75872619268628,False
61,10,6/14,14.75,-115.47133113026675,False
61,10,6/14,15.0,-115.31648794521291,False
61,14,6/10,6.0,-113.24897896552292,False
61,14,6/10,6.25,-114.28972948102316,False
61,14,6/10,6.5,-112.95683733731067,False
61,14,6/10,6.75,-113.50383574771863,False
61,14,6/10,7.0,-114.2560743711483,False
61,14,6/10,7.25,-115.42022864981239,False
61,14,6/10,7.5,-114.37225979822962,False
61,14,6/10,7.75,-113.25781549714581,False
61,14,6/10,8.0,-112.99469639472977,False
61,14,6/10,8.25,-110.61423095177233,False
61,14,6/10,8.5,-110.22699580814492,False
61,14,6/10,8.75,-110.08502458923286,False
61,14,6/10,9.0,-109.70464415280134,False
61,14,6/10,9.25,-108.78560775947085,False
61,14,6/10,9.5,-107.91035736127873,False
61,14,6/10,9.75,-108.82326706845814,False
61,14,6/10,10.0,-108.97998303552882,False
61,14,6/10,10.25,-109.6223575084053,False
61,14,6/10,10.5,-109.92082632379481,False
61,14,6/10,10.75,-110.29417833664829,False
61,14,6/10,11.0,-111.65027557488463,False
61,14,6/10,11.25,-110.39985283946058,False
61,14,6/10,11.5,-109.52287261127732,False
61,14,6/10,11.75,-110.44651675207844,False
61,14,6/10,12.0,-111.31753922616119,False
61,14,6/10,12.25,-110.49852855825416,False
61,14,6/10,12.5,-111.44416566459024,False
61,14,6/10,12.75,-111.26134423676119,False
61,14,6/10,13.0,-111.9369192310565,False
61,14,6/10,13.25,-111.17356346396714,False
61,14,6/10,13.5,-111.86161987495424,False
61,14,6/10,13.75,-112.2676210510845,False
61,14,6/10,14.0,-114.50695333994445,False
61,14,6/10,14.25,-114.19805350524165,False
61,14,6/10,14.5,-115.33126571412058,False
61,14,6/10,14.75,-116.08102792436293,False
61,14,6/10,15.0,-115.5626310858718,False
63,6,10/14,6.0,-121.29571982705937,False
63,6,10/14,6.25,-120.99203026975604,False
63,6,10/14,6.5,-121.5068593766856,False
63,6,10/14,6.75,-121.76598719562601,False
63,6,10/14,7.0,-121.25065389443851,False
63,6,10/14,7.25,-121.73480985062083,False
63,6,10/14,7.5,-121.61603494815083,False
63,6,10/14,7.75,-121.33661843225042,False
63,6,10/14,8.0,-121.36493691373006,False
63,6,10/14,8.25,-121.06100860224043,False
63,6,10/14,8.5,-120.70142477781388,False
63,6,10/14,8.75,-121.69896476571748,False
63,6,10/14,9.0,-120.71521266451931,False
63,6,10/14,9.25,-121.11693860498566,False
63,6,10/14,9.5,-121.52431444418372,False
63,6,10/14,9.75,-121.58907567916465,False
63,6,10/14,10.0,-121.19310057497766,False
63,6,10/14,10.25,-121.37884634153961,False
63,6,10/14,10.5,-122.65032307358065,False
63,6,10/14,10.75,-122.08591975750973,False
63,6,10/14,11.0,-121.24447921068764,False
63,6,10/14,11.25,-121.69662084065907,False
63,6,10/14,11.5,-120.49008034365836,False
63,6,10/14,11.75,-120.98928481850402,False
63,6,10/14,12.0,-121.5016758396896,False
63,6,10/14,12.25,-121.7418266833663,False
63,6,10/14,12.5,-121.1330000658562,False
63,6,10/14,12.75,-120.87857009912368,False
63,6,10/14,13.0,-121.25770941633854,False
63,6,10/14,13.25,-121.12340600968479,False
63,6,10/14,13.5,-121.07004864415664,False
63,6,10/14,13.75,-121.98418447828969,False
63,6,10/14,14.0,-121.98241896046727,False
63,6,10/14,14.25,-120.44637165045366,False
63,6,10/14,14.5,-122.4908970311301,False
63,6,10/14,14.75,-121.98193888215528,False
63,6,10/14,15.0,-122.6656741798285,False
63,10,6/14,6.0,-121.74489076033092,False
63,10,6/14,6.25,-121.17320575362096,False
63,10,6/14,6.5,-122.14731106716677,False
63,10,6/14,6.75,-122.53732887325627,False
63,10,6/14,7.0,-121.16938924411372,False
63,10,6/14,7.25,-121.77714533041222,False
63,10,6/14,7.5,-121.23103038722476,False
63,10,6/14,7.75,-121.7961133184669,False
63,10,6/14,8.0,-122.3525450487814,False
63,10,6/14,8.25,-121.17628366172205,False
63,10,6/14,8.5,-121.86045362857288,False
63,10,6/14,8.75,-121.22553398490336,False
63,10,6/14,9.0,-120.87452954235548,False
63,10,6/14,9.25,-121.85784854827828,False
63,10,6/14,9.5,-122.03114179720978,False
63,10,6/14,9.75,-121.64083263656003,False
63,10,6/14,10.0,-121.44902053082689,False
63,10,6/14,10.25,-121.88479796977887,False
63,10,6/14,10.5,-123.05361795183542,False
63,10,6/14,10.75,-122.705851468746,False
63,10,6/14,11.0,-122.23467917428083,False
63,10,6/14,11.25,-121.03785111282673,False
63,10,6/14,11.5,-120.71819204992607,False
63,10,6/14,11.75,-121.5751532337491,False
63,10,6/14,12.0,-121.7381146171568,False
63,10,6/14,12.25,-121.37263687453493,False
63,10,6/14,12.5,-121.57702741111815,False
63,10,6/14,12.75,-120.89973409244432,False
63,10,6/14,13.0,-121.5824250910328,False
63,10,6/14,13.25,-121.40058556019424,False
63,10,6/14,13.5,-121.11849279994635,False
63,10,6/14,13.75,-121.14934228962983,False
63,10,6/14,14.0,-121.75007246280079,False
63,10,6/14,14.25,-121.61102904518994,False
63,10,6/14,14.5,-123.15573709226592,False
63,10,6/14,14.75,-122.32825788132543,False
63,10,6/14,15.0,-123.08265939453534,False
63,14,6/10,6.0,-119.50799578719278,False
63,14,6/10,6.25,-119.82453667413324,False
63,14,6/10,6.5,-121.22050794232034,False
63,14,6/10,6.75,-121.01636396151078,False
63,14,6/10,7.0,-120.40923930796501,False
63,14,6/10,7.25,-121.19678917625227,False
63,14,6/10,7.5,-120.764955073749,False
63,14,6/10,7.75,-120.70285465800838,False
63,14,6/10,8.0,-121.69897668839116,False
63,14,6/10,8.25,-121.53107972320345,False
63,14,6/10,8.5,-121.27513480247417,False
63,14,6/10,8.75,-120.90467924894796,False
63,14,6/10,9.0,-120.35064664930374,False
63,14,6/10,9.25,-121.39252803472735,False
63,14,6/10,9.5,-120.83509370332854,False
63,14,6/10,9.75,-121.4917952174522,False
63,14,6/10,10.0,-121.52366116653195,False
63,14,6/10,10.25,-122.2916953019529,False
63,14,6/10,10.5,-123.34840854082773,False
63,14,6/10,10.75,-121.68326303116852,False
63,14,6/10,11.0,-121.34126477260997,False
63,14,6/10,11.25,-121.92447670189522,False
63,14,6/10,11.5,-121.27584025951785,False
63,14,6/10,11.75,-121.28618295902689,False
63,14,6/10,12.0,-121.50028758069547,False
63,14,6/10,12.25,-121.52427445012228,False
63,14,6/10,12.5,-120.86820618826317,False
63,14,6/10,12.75,-120.22929869773213,False
63,14,6/10,13.0,-120.04311616748303,False
63,14,6/10,13.25,-120.99442959754344,False
63,14,6/10,13.5,-121.28387172221161,False
63,14,6/10,13.75,-120.60874474699133,False
63,14,6/10,14.0,-121.07432801058862,False
63,14,6/10,14.25,-121.07108423756252,False
63,14,6/10,14.5,-121.87202262568255,False
63,14,6/10,14.75,-121.26742445330379,False
63,14,6/10,15.0,-122.69292472139627,False
65,6,10/14,6.0,-112.85588179646125,False
65,6,10/14,6.25,-113.66079381234364,False
65,6,10/14,6.5,-113.11391693195927,False
65,6,10/14,6.75,-113.13269217572967,False
65,6,10/14,7.0,-112.73741518333297,False
65,6,10/14,7.25,-111.9377314616924,False
65,6,10/14,7.5,-110.72718759651941,False
65,6,10/14,7.75,-109.26561661973197,False
65,6,10/14,8.0,-108.42198383378782,False
65,6,10/14,8.25,-108.7674792972949,False
65,6,10/14,8.5,-109.29732638597899,False
65,6,10/14,8.75,-110.07421179108616,False
65,6,10/14,9.0,-111.2666863726081,False
65,6,10/14,9.25,-111.51443321502518,False
65,6,10/14,9.5,-113.126997109026,False
65,6,10/14,9.75,-112.99052782383015,False
65,6,10/14,10.0,-112.3308983123067,False
65,6,10/14,10.25,-113.88508221058767,False
65,6,10/14,10.5,-114.3838555913049,False
65,6,10/14,10.75,-114.32838789257363,False
65,6,10/14,11.0,-115.65299324935117,False
65,6,10/14,11.25,-114.7781639794874,False
65,6,10/14,11.5,-114.79405086170314,False
65,6,10/14,11.75,-115.30032759465828,False
65,6,10/14,12.0,-115.4329404961548,False
65,6,10/14,12.25,-115.50374982829227,False
65,6,10/14,12.5,-116.93563383394515,False
65,6,10/14,12.75,-116.08872315721018,False
65,6,10/14,13.0,-116.43218800670682,False
65,6,10/14,13.25,-117.08198323104021,False
65,6,10/14,13.5,-117.17786561338634,False
65,6,10/14,13.75,-117.01950572480577,False
65,6,10/14,14.0,-117.44598293590181,False
65,6,10/14,14.25,-118.23039381706661,False
65,6,10/14,14.5,-118.5133475182988,False
65,6,10/14,14.75,-117.7964854971252,False
65,6,10/14,15.0,-117.93444429732402,False
65,10,6/14,6.0,-112.66206617167163,False
65,10,6/14,6.25,-112.79409300650897,False
65,10,6/14,6.5,-111.87982291897625,False
65,10,6/14,6.75,-112.88463565604013,False
65,10,6/14,7.0,-113.3266355357889,False
65,10,6/14,7.25,-113.63234054829645,False
65,10,6/14,7.5,-110.4942777810838,False
65,10,6/14,7.75,-109.595549787222,False
65,10,6/14,8.0,-109.92713676124046,False
65,10,6/14,8.25,-109.1584784442774,False
65,10,6/14,8.5,-109.46957924592851,False
65,10,6/14,8.75,-109.87837398167909,False
65,10,6/14,9.0,-110.94072043063753,False
65,10,6/14,9.25,-111.18192551336375,False
65,10,6/14,9.5,-113.06475879182318,False
65,10,6/14,9.75,-112.73476680904817,False
65,10,6/14,10.0,-111.82870261189831,False
65,10,6/14,10.25,-112.66693092410107,False
65,10,6/14,10.5,-113.50227057320163,False
65,10,6/14,10.75,-113.44180421189176,False
65,10,6/14,11.0,-114.95175188018689,False
65,10,6/14,11.25,-114.69104487367011,False
65,10,6/14,11.5,-115.59028831975718,False
65,10,6/14,11.75,-115.59591152822253,False
65,10,6/14,12.0,-115.01557961937156,False
65,10,6/14,12.25,-115.18509517014249,False
65,10,6/14,12.5,-116.23910472284881,False
65,10,6/14,12.75,-116.87850856264197,False
65,10,6/14,13.0,-116.25855815957208,False
65,10,6/14,13.25,-117.66627184934632,False
65,10,6/14,13.5,-117.29321520330244,False
65,10,6/14,13.75,-116.32297874741394,False
65,10,6/14,14.0,-117.67091677775008,False
65,10,6/14,14.25,-118.09932792276223,False
65,10,6/14,14.5,-118.50472372765537,False
65,10,6/14,14.75,-118.29186287340698,False
65,10,6/14,15.0,-118.65600919777376,False
