annotation,band_lower_hz,band_upper_hz,change_db,change_percent,channel,confirmed_exclusion,frequency_band,frequency_center_count,low_reference_power_candidate,primary_retained,quality_evidence,quality_status,reference_log_power_robust_z,reference_mean_wavelet_power_v2,rest_annotation_index,rest_epoch_array_index,rest_event_sample,rest_event_time_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,run,run_trial_index,semantic_condition,source_file,source_sha256,subject,subject_role,task_annotation_index,task_epoch_array_index,task_event_sample,task_event_time_seconds,task_interval_start_seconds,task_interval_stop_seconds,task_log_power_robust_z,task_mean_wavelet_power_v2
T1,14.0,30.0,-3.7257049140298437,-57.593785224356516,C3,False,beta,17,False,True,,not flagged,0.3322038671168738,1.0473859001946583e-09,20,10,13120,82.0,1.1,3.1,6,10,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,21,10,13776,86.1,1.0,3.0,-0.857334116672255,4.441567143663537e-10
T1,14.0,30.0,-1.232062682371302,-24.700215766117942,Cz,False,beta,17,False,True,,not flagged,0.8739111796486932,1.4180546538244194e-09,20,10,13120,82.0,1.1,3.1,6,10,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,21,10,13776,86.1,1.0,3.0,0.07920848152946053,1.067792094648311e-09
T1,14.0,30.0,-1.9818084490981085,-36.63941839842703,C4,False,beta,17,False,True,,not flagged,0.18092105366627786,6.569595188900009e-10,20,10,13120,82.0,1.1,3.1,6,10,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,21,10,13776,86.1,1.0,3.0,-0.6403004583042384,4.162533720556002e-10
T2,14.0,30.0,-2.0689426300643134,-37.89797853608548,C3,False,beta,17,False,True,,not flagged,1.3031498475648582,1.5340836164136252e-09,22,11,14432,90.2,1.1,3.1,6,11,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,23,11,15088,94.3,1.0,3.0,0.31951947007795123,9.526969367395856e-10
T2,14.0,30.0,0.7642644651973775,19.24122980538068,Cz,False,beta,17,False,True,,not flagged,-0.7690578045296509,7.167354002215093e-10,22,11,14432,90.2,1.1,3.1,6,11,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,23,11,15088,94.3,1.0,3.0,-0.3428276571381959,8.546441056746448e-10
T2,14.0,30.0,-3.3481598552264087,-53.74230220926934,C4,False,beta,17,False,True,,not flagged,1.4828783371529777,1.21298287347916e-09,22,11,14432,90.2,1.1,3.1,6,11,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,23,11,15088,94.3,1.0,3.0,-0.04288174310622695,5.610979518673107e-10
T2,14.0,30.0,3.194795199474903,108.67937145300623,C3,False,beta,17,False,True,,not flagged,-0.34277966617710326,8.033147883171538e-10,24,12,15744,98.4,1.1,3.1,6,12,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,25,12,16400,102.5,1.0,3.0,1.1909621033589801,1.676352251049284e-09
T2,14.0,30.0,-1.1896555295160074,-23.96134136709613,Cz,False,beta,17,False,True,,not flagged,0.25417117470818346,1.0962599758453154e-09,24,12,15744,98.4,1.1,3.1,6,12,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,25,12,16400,102.5,1.0,3.0,-0.3901251180389516,8.335813807621738e-10
T2,14.0,30.0,4.068958463116161,155.20891802686873,C4,False,beta,17,False,True,,not flagged,-0.572597231335512,4.6068708897573823e-10,24,12,15744,98.4,1.1,3.1,6,12,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,25,12,16400,102.5,1.0,3.0,1.4371251265617035,1.1757145352644597e-09
T1,14.0,30.0,-3.7021634775059336,-57.363293274815305,C3,False,beta,17,False,True,,not flagged,0.5433529242377542,1.1380209710081557e-09,26,13,17056,106.6,1.1,3.1,6,13,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,27,13,17712,110.7,1.0,3.0,-0.7209855151470034,4.852146638798464e-10
T1,14.0,30.0,0.4951984398414105,12.077863610200165,Cz,False,beta,17,False,True,,not flagged,-0.45287267483250676,8.173114604774742e-10,26,13,17056,106.6,1.1,3.1,6,13,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,27,13,17712,110.7,1.0,3.0,-0.21136494919894894,9.160252239444786e-10
T1,14.0,30.0,-1.4655872944866675,-28.642229819608886,C4,False,beta,17,False,True,,not flagged,0.0,6.032969243589339e-10,26,13,17056,106.6,1.1,3.1,6,13,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,27,13,17712,110.7,1.0,3.0,-0.5729733152872183,4.304992327894161e-10
T2,14.0,30.0,-0.8023924912070526,-16.869431426536522,C3,False,beta,17,False,True,,not flagged,0.37952812720773005,1.0670507209136564e-09,28,14,18368,114.8,1.1,3.1,6,14,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,29,14,19024,118.9,1.0,3.0,0.2094079491582652,8.870453312627635e-10
T2,14.0,30.0,0.9806035889643144,25.331535047885456,Cz,False,beta,17,False,True,,not flagged,-0.4534844029709842,8.171038454166048e-10,28,14,18368,114.8,1.1,3.1,6,14,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,29,14,19024,118.9,1.0,3.0,0.0,1.0240887923959319e-09
T2,14.0,30.0,-0.0064464249025825045,-0.14832430944125896,C4,False,beta,17,False,True,,not flagged,0.09909121299025875,6.321210778002564e-10,28,14,18368,114.8,1.1,3.1,6,14,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R06.edf,b8e9e0add922295c01a91cc2b88c540dbf8c3076f77d97ffe726fa952442db03,52,replication_2,29,14,19024,118.9,1.0,3.0,0.19260564017567858,6.311834885767765e-10
T2,14.0,30.0,-4.675182340175451,-65.92139835293759,C3,False,beta,17,False,True,,not flagged,0.6173885339132547,1.171624064421282e-09,0,15,0,0.0,1.1,3.1,10,0,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,1,15,656,4.1,1.0,3.0,-1.0216234270114257,3.9927309771525065e-10
T2,14.0,30.0,-3.5227144243426434,-55.564654882634485,Cz,False,beta,17,False,True,,not flagged,0.8403339937115832,1.3984174031614456e-09,0,15,0,0.0,1.1,3.1,10,0,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,1,15,656,4.1,1.0,3.0,-0.9469369105572132,6.21391599276089e-10
T2,14.0,30.0,-3.298558053493434,-53.210953529541605,C4,False,beta,17,False,True,,not flagged,-0.3670619281593326,5.075144328514824e-10,0,15,0,0.0,1.1,3.1,10,0,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,1,15,656,4.1,1.0,3.0,-1.763286613540263,2.3746116383116344e-10
T1,14.0,30.0,-2.7176570623869134,-46.51471753118134,C3,False,beta,17,False,True,,not flagged,-0.6745,7.05115848030596e-10,2,16,1312,8.2,1.1,3.1,10,1,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,3,16,1968,12.3,1.0,3.0,-1.1095994252063621,3.771332030515704e-10
T1,14.0,30.0,0.7943787368206688,20.070929790251675,Cz,False,beta,17,False,True,,not flagged,-0.9040457415908384,6.776598492404754e-10,2,16,1312,8.2,1.1,3.1,10,1,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,3,16,1968,12.3,1.0,3.0,-0.43594342569676636,8.136724817982566e-10
T1,14.0,30.0,0.33253531591688723,7.957677154467842,C4,False,beta,17,False,True,,not flagged,-1.2489855417694404,3.3500435287809163e-10,2,16,1312,8.2,1.1,3.1,10,1,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,3,16,1968,12.3,1.0,3.0,-0.9215652195550018,3.6166291773354435e-10
T1,14.0,30.0,-1.3062414538350087,-25.975436594068892,C3,False,beta,17,False,True,,not flagged,-0.34346629819740765,8.030980153034604e-10,4,17,2624,16.4,1.1,3.1,10,2,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,5,17,3280,20.5,1.0,3.0,-0.4077536956193717,5.944897995500844e-10
T1,14.0,30.0,2.9669323447802336,98.01278610340002,Cz,False,beta,17,False,True,,not flagged,-1.2181398303830757,5.947852252935934e-10,4,17,2624,16.4,1.1,3.1,10,2,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,5,17,3280,20.5,1.0,3.0,0.26498333036842464,1.177750795935229e-09
T1,14.0,30.0,0.3836796675213939,9.236547816517124,C4,False,beta,17,False,True,,not flagged,-0.6718878196272192,4.3963888533228976e-10,4,17,2624,16.4,1.1,3.1,10,2,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,5,17,3280,20.5,1.0,3.0,-0.3541869237821996,4.802463411960096e-10
T2,14.0,30.0,0.7132647199462315,17.84915475414975,C3,False,beta,17,False,True,,not flagged,-0.46284048727142,7.662864631687924e-10,6,18,3936,24.6,1.1,3.1,10,3,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,7,18,4592,28.7,1.0,3.0,0.23700533075028546,9.030621198398909e-10
T2,14.0,30.0,2.1102521800921794,62.564314860004394,Cz,False,beta,17,False,True,,not flagged,0.21190113518406525,1.0771830783775945e-09,6,18,3936,24.6,1.1,3.1,10,3,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,7,18,4592,28.7,1.0,3.0,1.0167874262268641,1.7511152911524406e-09
T2,14.0,30.0,-0.26536288631429794,-5.927277821454675,C4,False,beta,17,False,True,,not flagged,0.7637227101156574,8.644721379386379e-10,6,18,3936,24.6,1.1,3.1,10,3,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,7,18,4592,28.7,1.0,3.0,0.6996297749357914,8.13232472633946e-10
T1,14.0,30.0,-2.230166057719058,-40.16112854893801,C3,False,beta,17,False,True,,not flagged,-0.16629312587610007,8.610182306781151e-10,8,19,5248,32.8,1.1,3.1,10,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,9,19,5904,36.9,1.0,3.0,-0.628441051041323,5.152235922256856e-10
T1,14.0,30.0,-2.680597497008242,-46.05635975872789,Cz,False,beta,17,False,True,,not flagged,0.17006811743379532,1.058630274766141e-09,8,19,5248,32.8,1.1,3.1,10,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,9,19,5904,36.9,1.0,3.0,-1.1070238448630871,5.710637069050374e-10
T1,14.0,30.0,1.1209069526567375,29.446614120647194,C4,False,beta,17,False,True,,not flagged,0.05357536385226568,6.187140533631774e-10,8,19,5248,32.8,1.1,3.1,10,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,9,19,5904,36.9,1.0,3.0,0.6690678598158338,8.009043931672474e-10
T2,14.0,30.0,1.6653355033908448,46.73494389574775,C3,False,beta,17,False,True,,not flagged,-0.1258920588299434,8.748002234974831e-10,10,20,6560,41.0,1.1,3.1,10,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,11,20,7216,45.1,1.0,3.0,0.7793248464985529,1.2836376171489076e-09
T2,14.0,30.0,2.621898650473806,82.88996005021252,Cz,False,beta,17,False,True,,not flagged,0.3894784719768403,1.1596268439932103e-09,10,20,6560,41.0,1.1,3.1,10,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,11,20,7216,45.1,1.0,3.0,1.3798702261908065,2.1208410717107227e-09
T2,14.0,30.0,-2.478290277004175,-43.48405779942958,C4,False,beta,17,False,True,,not flagged,0.8645242597585229,9.065045982601233e-10,10,20,6560,41.0,1.1,3.1,10,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,11,20,7216,45.1,1.0,3.0,-0.22484116522904363,5.123196147982044e-10
T2,14.0,30.0,0.6902258798344109,17.225633389836307,C3,False,beta,17,False,True,,not flagged,-0.053349505384518575,9.001026408589736e-10,12,21,7872,49.2,1.1,3.1,10,6,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,13,21,8528,53.3,1.0,3.0,0.47703948999924783,1.0551510219055754e-09
T2,14.0,30.0,1.8796087454371102,54.15615678861188,Cz,False,beta,17,False,True,,not flagged,-0.09505521506982408,9.482554288798656e-10,12,21,7872,49.2,1.1,3.1,10,6,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,13,21,8528,53.3,1.0,3.0,0.6745,1.4617941257005697e-09
T2,14.0,30.0,-0.8717533246669738,-18.186557407939294,C4,False,beta,17,False,True,,not flagged,-0.05763516763607881,5.871401870672779e-10,12,21,7872,49.2,1.1,3.1,10,6,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,13,21,8528,53.3,1.0,3.0,-0.35371513968103907,4.803595998812052e-10
T1,14.0,30.0,-5.275492774291717,-70.32090030953458,C3,False,beta,17,False,True,,not flagged,1.0429848719424684,1.3849636666040575e-09,14,22,9184,57.4,1.1,3.1,10,7,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,15,22,9840,61.5,1.0,3.0,-0.9768136871835141,4.1104474728814324e-10
T1,14.0,30.0,2.051826086038745,60.39196519880938,Cz,False,beta,17,False,True,,not flagged,-0.875741434105152,6.85672704846525e-10,14,22,9184,57.4,1.1,3.1,10,7,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,15,22,9840,61.5,1.0,3.0,0.135127542780358,1.0997639261351734e-09
T1,14.0,30.0,-2.940859034694523,-49.194106146149196,C4,False,beta,17,False,True,,not flagged,0.2688306122077949,6.847318934388192e-10,14,22,9184,57.4,1.1,3.1,10,7,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,15,22,9840,61.5,1.0,3.0,-0.9992794469129184,3.4788415896398923e-10
T1,14.0,30.0,-5.198528270769249,-69.79024710436184,C3,False,beta,17,False,True,,not flagged,1.2820584936996062,1.5214185179317723e-09,16,23,10496,65.6,1.1,3.1,10,8,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,17,23,11152,69.7,1.0,3.0,-0.804568149673232,4.596167747756687e-10
T1,14.0,30.0,-0.9441302462559285,-19.538712921044997,Cz,False,beta,17,False,True,,not flagged,-0.004264728125373126,9.84692805193629e-10,16,23,10496,65.6,1.1,3.1,10,8,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,17,23,11152,69.7,1.0,3.0,-0.4864032409491946,7.922965048326609e-10
T1,14.0,30.0,-1.2908155786291675,-25.71203834783271,C4,False,beta,17,False,True,,not flagged,0.5908699042051253,7.96881723672209e-10,16,23,10496,65.6,1.1,3.1,10,8,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,17,23,11152,69.7,1.0,3.0,0.06433602951410343,5.919871892947404e-10
T2,14.0,30.0,2.2083592543359307,66.27843389995851,C3,False,beta,17,False,True,,not flagged,-0.6169383513640336,7.212508828997608e-10,18,24,11808,73.8,1.1,3.1,10,9,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,19,24,12464,77.9,1.0,3.0,0.6745,1.199284672575346e-09
T2,14.0,30.0,1.9044362607406342,55.039952294122735,Cz,False,beta,17,False,True,,not flagged,-0.6745,7.454418559672105e-10,18,24,11808,73.8,1.1,3.1,10,9,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,19,24,12464,77.9,1.0,3.0,0.22921331340766193,1.1557326978719862e-09
T2,14.0,30.0,-0.4715008503933218,-10.28812885667945,C4,False,beta,17,False,True,,not flagged,0.8384630837678471,8.954455528274765e-10,18,24,11808,73.8,1.1,3.1,10,9,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,19,24,12464,77.9,1.0,3.0,0.6750955497924391,8.0332096051118e-10
T2,14.0,30.0,-1.4758311871792742,-28.810346143815266,C3,False,beta,17,False,True,,not flagged,1.665685327022149,1.769027244122073e-09,20,25,13120,82.0,1.1,3.1,10,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,21,25,13776,86.1,1.0,3.0,0.7498837294622255,1.2593643717121079e-09
T2,14.0,30.0,2.7637538289268546,88.96239418716796,Cz,False,beta,17,False,True,,not flagged,-0.08586763850899237,9.518805548751134e-10,20,25,13120,82.0,1.1,3.1,10,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,21,25,13776,86.1,1.0,3.0,1.0676016643625195,1.7986962862941134e-09
T2,14.0,30.0,2.453220391570788,75.92276374031576,C4,False,beta,17,False,True,,not flagged,-0.50005544907219,4.766992860235193e-10,20,25,13120,82.0,1.1,3.1,10,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,21,25,13776,86.1,1.0,3.0,0.7611394594824908,8.386225587029279e-10
T1,14.0,30.0,1.414016820035722,38.48466411621913,C3,False,beta,17,False,True,,not flagged,-1.2881699768422192,5.539950118420311e-10,22,26,14432,90.2,1.1,3.1,10,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,23,26,15088,94.3,1.0,3.0,-0.014438382147142772,7.671981313700451e-10
T1,14.0,30.0,1.0840521985416853,28.352762366860304,Cz,False,beta,17,False,True,,not flagged,0.5445915084174375,1.2367878902519228e-09,22,26,14432,90.2,1.1,3.1,10,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,23,26,15088,94.3,1.0,3.0,0.8308048744349474,1.5874514217571554e-09
T1,14.0,30.0,2.124844105675716,63.11143577045937,C4,False,beta,17,False,True,,not flagged,-1.1062270097209517,3.583041053577841e-10,22,26,14432,90.2,1.1,3.1,10,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,23,26,15088,94.3,1.0,3.0,0.038647788047622145,5.844349706735811e-10
T1,14.0,30.0,-3.1968623922550754,-52.102399121814734,C3,False,beta,17,False,True,high frontal_max_task_p2p_uV (robust_z=3.75); channel-specific high task p2p: C2/AF7/F5/F3/F1/F4/F6/FT7/T7/TP7,statistical candidate,2.373792562701497,2.336736600195973e-09,24,27,15744,98.4,1.1,3.1,10,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,25,27,16400,102.5,1.0,3.0,0.5679756323749523,1.1192407703363427e-09
T1,14.0,30.0,2.0971823290543536,62.07582200501612,Cz,False,beta,17,False,True,high frontal_max_task_p2p_uV (robust_z=3.75); channel-specific high task p2p: C2/AF7/F5/F3/F1/F4/F6/FT7/T7/TP7,statistical candidate,-0.8944021042899756,6.803793587081745e-10,24,27,15744,98.4,1.1,3.1,10,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,25,27,16400,102.5,1.0,3.0,0.1402333309204163,1.102730438378731e-09
T1,14.0,30.0,-2.2733683751559606,-40.753436825672736,C4,False,beta,17,False,True,high frontal_max_task_p2p_uV (robust_z=3.75); channel-specific high task p2p: C2/AF7/F5/F3/F1/F4/F6/FT7/T7/TP7,statistical candidate,1.2890543370294603,1.107153573087747e-09,24,27,15744,98.4,1.1,3.1,10,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,25,27,16400,102.5,1.0,3.0,0.26961074089431974,6.559504411162535e-10
T2,14.0,30.0,-0.36354601095580424,-8.030166784771431,C3,False,beta,17,False,True,,not flagged,0.4859458189961401,1.1126299958659963e-09,26,28,17056,106.6,1.1,3.1,10,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,27,28,17712,110.7,1.0,3.0,0.42974618345238724,1.0232839515005613e-09
T2,14.0,30.0,-2.5383423137663206,-44.26015347013232,Cz,False,beta,17,False,True,,not flagged,1.1186745377963065,1.5697833362147286e-09,26,28,17056,106.6,1.1,3.1,10,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,27,28,17712,110.7,1.0,3.0,-0.298223484370311,8.749948224575264e-10
T2,14.0,30.0,-1.5952474582341114,-30.7411534937276,C4,False,beta,17,False,True,,not flagged,1.1718688606327434,1.0477013753974152e-09,26,28,17056,106.6,1.1,3.1,10,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,27,28,17712,110.7,1.0,3.0,0.4715824426952239,7.256258874306006e-10
T2,14.0,30.0,3.0817197840254584,103.31619733297491,C3,False,beta,17,False,True,,not flagged,-1.795540060346557,4.538337868635815e-10,28,29,18368,114.8,1.1,3.1,10,14,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S052/S052R10.edf,4d8eb059c2fe2823ffde762b986df2ac941d7ad761b8006fff1719fd863dac22,52,replication_2,29,29,19024,118.9,1.0,3.0,0.27021097820625783,9.227175976632721e-10
