csp_fit_trial_keys,feature_names,fold,lda_fit_trial_keys,model,qc_sensitivity,scaler_fit_trial_keys,subject,subject_isolation_preserved,test_run,test_run_absent_from_all_fit_stages,test_trial_count,test_trial_keys,train_trial_count,train_trial_keys,training_runs
not_applicable,C3_mu_mean_log_psd_db/C3_beta_mean_log_psd_db/Cz_mu_mean_log_psd_db/Cz_beta_mean_log_psd_db/C4_mu_mean_log_psd_db/C4_beta_mean_log_psd_db,1,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,spectral_baseline_6,False,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,6,True,15,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14,30,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,10/14
not_applicable,C3_mu_mean_log_psd_db/C3_beta_mean_log_psd_db/Cz_mu_mean_log_psd_db/Cz_beta_mean_log_psd_db/C4_mu_mean_log_psd_db/C4_beta_mean_log_psd_db,2,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,spectral_baseline_6,False,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,10,True,15,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,30,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,6/14
not_applicable,C3_mu_mean_log_psd_db/C3_beta_mean_log_psd_db/Cz_mu_mean_log_psd_db/Cz_beta_mean_log_psd_db/C4_mu_mean_log_psd_db/C4_beta_mean_log_psd_db,3,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,spectral_baseline_6,False,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,97,True,14,True,15,S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,30,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,6/10
not_applicable,C3_mu_mean_log_psd_db/C3_beta_mean_log_psd_db/Cz_mu_mean_log_psd_db/Cz_beta_mean_log_psd_db/C4_mu_mean_log_psd_db/C4_beta_mean_log_psd_db,1,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,spectral_baseline_6,True,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,6,True,13,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14,29,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,10/14
not_applicable,C3_mu_mean_log_psd_db/C3_beta_mean_log_psd_db/Cz_mu_mean_log_psd_db/Cz_beta_mean_log_psd_db/C4_mu_mean_log_psd_db/C4_beta_mean_log_psd_db,2,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,spectral_baseline_6,True,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,10,True,14,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,28,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,6/14
not_applicable,C3_mu_mean_log_psd_db/C3_beta_mean_log_psd_db/Cz_mu_mean_log_psd_db/Cz_beta_mean_log_psd_db/C4_mu_mean_log_psd_db/C4_beta_mean_log_psd_db,3,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,spectral_baseline_6,True,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,97,True,14,True,15,S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,27,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,6/10
S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,CSP1_log_average_power/CSP2_log_average_power/CSP3_log_average_power/CSP4_log_average_power,1,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,csp_4_empirical,False,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,6,True,15,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14,30,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,10/14
S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,CSP1_log_average_power/CSP2_log_average_power/CSP3_log_average_power/CSP4_log_average_power,2,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,csp_4_empirical,False,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,10,True,15,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,30,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,6/14
S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,CSP1_log_average_power/CSP2_log_average_power/CSP3_log_average_power/CSP4_log_average_power,3,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,csp_4_empirical,False,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,97,True,14,True,15,S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,30,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T04/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T11/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R10_T14,6/10
S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,CSP1_log_average_power/CSP2_log_average_power/CSP3_log_average_power/CSP4_log_average_power,1,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,csp_4_empirical,True,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,6,True,13,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14,29,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,10/14
S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,CSP1_log_average_power/CSP2_log_average_power/CSP3_log_average_power/CSP4_log_average_power,2,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,csp_4_empirical,True,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,97,True,10,True,14,S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,28,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,6/14
S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,CSP1_log_average_power/CSP2_log_average_power/CSP3_log_average_power/CSP4_log_average_power,3,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,csp_4_empirical,True,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,97,True,14,True,15,S097_R14_T00/S097_R14_T01/S097_R14_T02/S097_R14_T03/S097_R14_T04/S097_R14_T05/S097_R14_T06/S097_R14_T07/S097_R14_T08/S097_R14_T09/S097_R14_T10/S097_R14_T11/S097_R14_T12/S097_R14_T13/S097_R14_T14,27,S097_R06_T00/S097_R06_T01/S097_R06_T02/S097_R06_T03/S097_R06_T05/S097_R06_T06/S097_R06_T07/S097_R06_T08/S097_R06_T09/S097_R06_T10/S097_R06_T12/S097_R06_T13/S097_R06_T14/S097_R10_T00/S097_R10_T01/S097_R10_T02/S097_R10_T03/S097_R10_T04/S097_R10_T05/S097_R10_T06/S097_R10_T07/S097_R10_T08/S097_R10_T09/S097_R10_T10/S097_R10_T11/S097_R10_T12/S097_R10_T13,6/10
