subject,study_role,estimate_type,held_out_run,training_runs,peak_frequency_hz,candidate_frequency_hz,peak_prominence_db,peak_width_hz,peak_quality,method_available,failure_reason,search_low_hz,search_high_hz,minimum_prominence_db,band_low_hz,band_high_hz,rest_epoch_count,central_roi,frequency_estimation_data,task_outcome_used_for_peak
85,held_out_method_evaluation,independent_single_run,,6,12.25,12.25,7.077606912438611,1.073128375461037,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
85,held_out_method_evaluation,independent_single_run,,10,11.75,11.75,7.626450782867707,2.4617197654574268,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
85,held_out_method_evaluation,independent_single_run,,14,11.75,11.75,8.485073346340954,1.9498806191702078,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
85,held_out_method_evaluation,leave_one_run_out,6,10/14,11.75,11.75,8.035049198317239,2.0970763729111743,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
85,held_out_method_evaluation,leave_one_run_out,10,6/14,12.0,12.0,6.5208876194615755,1.3704055757861493,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
85,held_out_method_evaluation,leave_one_run_out,14,6/10,12.0,12.0,5.989174970111307,1.6792284277483427,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
87,held_out_method_evaluation,independent_single_run,,6,10.25,10.25,2.0440302557941266,0.5367598032796037,well_defined_interior,True,,7.0,14.0,1.0,9.25,11.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
87,held_out_method_evaluation,independent_single_run,,10,13.25,13.25,2.2380470215234283,0.31803781661527264,well_defined_interior,True,,7.0,14.0,1.0,12.25,14.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
87,held_out_method_evaluation,independent_single_run,,14,8.75,8.75,3.4874022607954913,0.9438348822995337,well_defined_interior,True,,7.0,14.0,1.0,7.75,9.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
87,held_out_method_evaluation,leave_one_run_out,6,10/14,8.75,8.75,2.414615375435986,1.1655860464460608,well_defined_interior,True,,7.0,14.0,1.0,7.75,9.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
87,held_out_method_evaluation,leave_one_run_out,10,6/14,8.5,8.5,1.5932780215568414,0.8533042113916991,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
87,held_out_method_evaluation,leave_one_run_out,14,6/10,10.25,10.25,1.706647400627972,0.5491697562367941,well_defined_interior,True,,7.0,14.0,1.0,9.25,11.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
89,held_out_method_evaluation,independent_single_run,,6,8.5,8.5,3.608516927988944,1.085345253934786,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
89,held_out_method_evaluation,independent_single_run,,10,12.25,12.25,1.8558838937685778,0.5820898723719612,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
89,held_out_method_evaluation,independent_single_run,,14,8.5,8.5,2.845732557946519,1.8246146409828055,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
89,held_out_method_evaluation,leave_one_run_out,6,10/14,11.25,11.25,1.1020783763405007,0.5080101871657003,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
89,held_out_method_evaluation,leave_one_run_out,10,6/14,8.5,8.5,2.8954419929289372,1.6794405780255985,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
89,held_out_method_evaluation,leave_one_run_out,14,6/10,7.75,7.75,1.7342448261049412,1.4637447082069588,well_defined_interior,True,,7.0,14.0,1.0,6.75,8.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
91,held_out_method_evaluation,independent_single_run,,6,10.0,10.0,3.9244092977946536,0.6548589256822601,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
91,held_out_method_evaluation,independent_single_run,,10,11.25,11.25,2.0250827644112945,0.37357617828537837,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
91,held_out_method_evaluation,independent_single_run,,14,10.5,10.5,2.7351039447331544,1.4924133671046298,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
91,held_out_method_evaluation,leave_one_run_out,6,10/14,11.25,11.25,2.668627762029317,1.6164875364006286,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
91,held_out_method_evaluation,leave_one_run_out,10,6/14,10.0,10.0,2.6468182266918774,2.1229923389442855,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
91,held_out_method_evaluation,leave_one_run_out,14,6/10,10.0,10.0,2.635101409461896,0.7077796416138882,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
93,held_out_method_evaluation,independent_single_run,,6,11.0,11.0,5.722321715849873,1.436529958254035,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
93,held_out_method_evaluation,independent_single_run,,10,11.0,11.0,5.6866155334301425,1.40228647003025,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
93,held_out_method_evaluation,independent_single_run,,14,11.25,11.25,6.322394693420819,1.458330124779943,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
93,held_out_method_evaluation,leave_one_run_out,6,10/14,11.25,11.25,5.661548106032711,1.4547612374293677,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
93,held_out_method_evaluation,leave_one_run_out,10,6/14,11.25,11.25,5.990574735750073,1.459585054748668,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
93,held_out_method_evaluation,leave_one_run_out,14,6/10,11.0,11.0,5.419100375654992,1.4083055055375517,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
95,held_out_method_evaluation,independent_single_run,,6,12.5,12.5,3.6134272447419704,0.7448606195143457,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
95,held_out_method_evaluation,independent_single_run,,10,12.25,12.25,2.8003063014914886,1.1458408812065128,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
95,held_out_method_evaluation,independent_single_run,,14,12.5,12.5,4.416291805439343,1.1500491163093747,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
95,held_out_method_evaluation,leave_one_run_out,6,10/14,12.25,12.25,3.359795054751743,1.0958461390292156,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
95,held_out_method_evaluation,leave_one_run_out,10,6/14,12.5,12.5,3.800482050982339,0.8710199175309814,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
95,held_out_method_evaluation,leave_one_run_out,14,6/10,12.5,12.5,2.857560203246649,1.1170217235262694,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
97,held_out_method_evaluation,independent_single_run,,6,11.25,11.25,3.321947984511681,1.159291382273139,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
97,held_out_method_evaluation,independent_single_run,,10,11.0,11.0,2.61698556048907,0.9867091312399054,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
97,held_out_method_evaluation,independent_single_run,,14,9.5,9.5,2.6649651075842087,0.46214995347966514,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
97,held_out_method_evaluation,leave_one_run_out,6,10/14,11.0,11.0,2.098602023387784,1.1111408237496918,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
97,held_out_method_evaluation,leave_one_run_out,10,6/14,13.0,13.0,1.5366227987043857,0.32249059450474427,well_defined_interior,True,,7.0,14.0,1.0,12.0,14.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
97,held_out_method_evaluation,leave_one_run_out,14,6/10,11.0,11.0,2.3531632987504167,1.0026644806991087,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
99,held_out_method_evaluation,independent_single_run,,6,9.25,9.25,5.705145136556624,1.8052065004344122,well_defined_interior,True,,7.0,14.0,1.0,8.25,10.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
99,held_out_method_evaluation,independent_single_run,,10,9.75,9.75,4.849092274171994,2.9234023381305976,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
99,held_out_method_evaluation,independent_single_run,,14,9.0,9.0,8.810618138652728,2.2057993391584967,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
99,held_out_method_evaluation,leave_one_run_out,6,10/14,9.0,9.0,6.509796182568223,2.361598560015415,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
99,held_out_method_evaluation,leave_one_run_out,10,6/14,9.25,9.25,6.640786586104099,2.1183908929884545,well_defined_interior,True,,7.0,14.0,1.0,8.25,10.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
99,held_out_method_evaluation,leave_one_run_out,14,6/10,9.25,9.25,4.5579811734191225,2.2062057291969244,well_defined_interior,True,,7.0,14.0,1.0,8.25,10.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
101,held_out_method_evaluation,independent_single_run,,6,8.25,8.25,1.933882198648405,0.5388799506660021,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
101,held_out_method_evaluation,independent_single_run,,10,7.5,7.5,3.533502121887423,0.3712278591517338,well_defined_interior,True,,7.0,14.0,1.0,6.5,8.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
101,held_out_method_evaluation,independent_single_run,,14,9.5,9.5,1.82769983572409,0.2381119112297827,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
101,held_out_method_evaluation,leave_one_run_out,6,10/14,7.5,7.5,1.926671906364632,0.2639383216593205,well_defined_interior,True,,7.0,14.0,1.0,6.5,8.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
101,held_out_method_evaluation,leave_one_run_out,10,6/14,12.25,12.25,1.0809828175853795,0.4398398578680993,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
101,held_out_method_evaluation,leave_one_run_out,14,6/10,11.0,11.0,2.161922425710486,0.4411135823131498,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
103,held_out_method_evaluation,independent_single_run,,6,9.0,9.0,3.278572686070902,2.040662542092102,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
103,held_out_method_evaluation,independent_single_run,,10,8.5,8.5,2.1429797612385926,1.7501997680639092,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
103,held_out_method_evaluation,independent_single_run,,14,10.25,10.25,4.041369047555392,0.5143982767655277,well_defined_interior,True,,7.0,14.0,1.0,9.25,11.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
103,held_out_method_evaluation,leave_one_run_out,6,10/14,8.5,8.5,2.0123157487345225,1.2808049922656661,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
103,held_out_method_evaluation,leave_one_run_out,10,6/14,8.25,8.25,1.7297721432409077,1.7955727250120452,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
103,held_out_method_evaluation,leave_one_run_out,14,6/10,7.75,7.75,2.4762737720592725,1.9796081482756887,well_defined_interior,True,,7.0,14.0,1.0,6.75,8.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
105,held_out_method_evaluation,independent_single_run,,6,11.5,11.5,3.3431552625172714,0.7610637111044856,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
105,held_out_method_evaluation,independent_single_run,,10,10.0,10.0,4.320682698621326,0.6950006481778233,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
105,held_out_method_evaluation,independent_single_run,,14,11.25,11.25,3.4439612596208065,0.8202879047600407,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
105,held_out_method_evaluation,leave_one_run_out,6,10/14,10.0,10.0,3.601100714423282,0.8664876253833151,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
105,held_out_method_evaluation,leave_one_run_out,10,6/14,11.5,11.5,3.324245554390018,0.8075693695136303,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
105,held_out_method_evaluation,leave_one_run_out,14,6/10,10.0,10.0,3.0572721349176817,0.8523220877146906,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
107,held_out_method_evaluation,independent_single_run,,6,9.75,9.75,6.11335542643657,1.348014069843174,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
107,held_out_method_evaluation,independent_single_run,,10,10.5,10.5,4.13455595861798,2.6838710025058727,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
107,held_out_method_evaluation,independent_single_run,,14,10.25,10.25,3.557838782670771,2.212718731840903,well_defined_interior,True,,7.0,14.0,1.0,9.25,11.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
107,held_out_method_evaluation,leave_one_run_out,6,10/14,10.25,10.25,3.3865620443979623,2.491648384885849,well_defined_interior,True,,7.0,14.0,1.0,9.25,11.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
107,held_out_method_evaluation,leave_one_run_out,10,6/14,9.75,9.75,4.76785504362303,1.4524331166958886,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
107,held_out_method_evaluation,leave_one_run_out,14,6/10,10.25,10.25,4.326019655438728,1.649946228480263,well_defined_interior,True,,7.0,14.0,1.0,9.25,11.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
109,held_out_method_evaluation,independent_single_run,,6,13.5,13.5,1.882155365165815,0.43151339866031346,well_defined_interior,True,,7.0,14.0,1.0,12.5,14.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
109,held_out_method_evaluation,independent_single_run,,10,13.5,13.5,2.0528737606669694,0.3433940205067314,well_defined_interior,True,,7.0,14.0,1.0,12.5,14.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
109,held_out_method_evaluation,independent_single_run,,14,8.25,8.25,2.505884998885705,0.8177007066906234,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
109,held_out_method_evaluation,leave_one_run_out,6,10/14,9.0,9.0,1.6231636528384286,0.647242193728242,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
109,held_out_method_evaluation,leave_one_run_out,10,6/14,12.75,12.75,1.9100796848759387,0.6077485525028239,well_defined_interior,True,,7.0,14.0,1.0,11.75,13.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
109,held_out_method_evaluation,leave_one_run_out,14,6/10,13.5,13.5,1.3857666148479666,0.24547147968323824,well_defined_interior,True,,7.0,14.0,1.0,12.5,14.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
