target_subject,model,training_subjects,training_subject_count,training_trial_count,training_trial_counts_by_subject,target_subject_absent_from_training,covariance_estimator,reference_mean_fit_subjects,tangent_basis_fit_subjects,scaler_fit_subjects,classifier_fit_subjects,test_EEG_used_for_reference_fit,test_EEG_used_for_tangent_basis_fit,test_EEG_used_for_scaler_fit,test_EEG_used_for_classifier_fit,test_labels_used_for_fitting,target_centering_used,target_scaling_fit_used,target_covariance_alignment_used,target_transductive_normalization_used,target_tangent_space_update_used,target_unlabeled_adaptation_used,tangent_feature_count
98,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
99,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
101,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
102,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
103,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
104,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
105,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
106,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
107,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
108,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
109,shrinkage_lda,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,20,900,S001:45/S002:45/S003:45/S004:45/S005:45/S006:45/S007:45/S008:45/S009:45/S010:45/S011:45/S012:45/S013:45/S014:45/S015:45/S016:45/S017:45/S018:45/S019:45/S020:45,True,LedoitWolf_per_trial_only,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False,False,False,False,False,False,False,False,False,False,False,2080
